"dataset"	"model_code"	"model_mset"	"model_m"	"model_mrate"	"sequence_format"	"matrix_name"	"prefix"	"iqtree_num_threads"	"iqtree_num_bootstraps"	"alignment_file"	"iqtree_file"	"ml_tree_file"	"iqtree2_call"
"Nosenko2013"	"WAG"	"WAG"	NA	"E,I,G,I+G,R,I+R"	"aa"	"ribosomal_14615_smatrix"	"Nosenko2013.ribosomal_14615_smatrix.WAG"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Nosenko2013.ribosomal_14615_smatrix.aa.alignment.phy"	"Nosenko2013.ribosomal_14615_smatrix.WAG.iqtree"	"Nosenko2013.ribosomal_14615_smatrix.WAG.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Nosenko2013.ribosomal_14615_smatrix.aa.alignment.phy -mset 'WAG'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Nosenko2013.ribosomal_14615_smatrix.WAG "
"Nosenko2013"	"ModelFinder"	NA	"MFP"	"E,I,G,I+G,R,I+R"	"aa"	"ribosomal_14615_smatrix"	"Nosenko2013.ribosomal_14615_smatrix.ModelFinder"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Nosenko2013.ribosomal_14615_smatrix.aa.alignment.phy"	"Nosenko2013.ribosomal_14615_smatrix.ModelFinder.iqtree"	"Nosenko2013.ribosomal_14615_smatrix.ModelFinder.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Nosenko2013.ribosomal_14615_smatrix.aa.alignment.phy -m MFP  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Nosenko2013.ribosomal_14615_smatrix.ModelFinder "
"Philippe2009"	"LG_C20"	"'LG+C20'"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG_C20"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG_C20.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG_C20.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset ''LG+C20''  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.LG_C20 "
"Philippe2009"	"LG_C60"	"'LG+C60'"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG_C60"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG_C60.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG_C60.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset ''LG+C60''  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.LG_C60 "
"Philippe2009"	"C20"	"C20"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.C20"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.C20.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.C20.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'C20'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.C20 "
"Philippe2009"	"C60"	"C60"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.C60"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.C60.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.C60.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'C60'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.C60 "
"Philippe2009"	"CF4"	"CF4"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.CF4"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.CF4.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.CF4.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'CF4'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.CF4 "
"Philippe2009"	"EHO"	"EHO"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EHO"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EHO.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EHO.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'EHO'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.EHO "
"Philippe2009"	"EX_EHO"	"EX_EHO"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX_EHO"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX_EHO.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX_EHO.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'EX_EHO'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.EX_EHO "
"Philippe2009"	"EX2"	"EX2"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX2"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX2.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX2.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'EX2'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.EX2 "
"Philippe2009"	"EX3"	"EX3"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX3"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX3.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.EX3.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'EX3'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.EX3 "
"Philippe2009"	"GTR20"	"GTR20"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.GTR20"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.GTR20.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.GTR20.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'GTR20'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.GTR20 "
"Philippe2009"	"JTT"	"JTT"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.JTT"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.JTT.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.JTT.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'JTT'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.JTT "
"Philippe2009"	"JTTDCMut"	"JTTDCMut"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.JTTDCMut"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.JTTDCMut.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.JTTDCMut.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'JTTDCMut'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.JTTDCMut "
"Philippe2009"	"LG"	"LG"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'LG'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.LG "
"Philippe2009"	"LG4M"	"LG4M"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG4M"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG4M.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.LG4M.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'LG4M'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.LG4M "
"Philippe2009"	"mtZOA"	"mtZOA"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.mtZOA"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.mtZOA.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.mtZOA.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'mtZOA'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.mtZOA "
"Philippe2009"	"PMB"	"PMB"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMB"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMB.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMB.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'PMB'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.PMB "
"Philippe2009"	"Poisson"	"Poisson"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.Poisson"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.Poisson.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.Poisson.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'Poisson'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.Poisson "
"Philippe2009"	"rtREV"	"rtREV"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.rtREV"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.rtREV.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.rtREV.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'rtREV'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.rtREV "
"Philippe2009"	"UL2"	"UL2"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.UL2"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.UL2.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.UL2.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'UL2'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.UL2 "
"Philippe2009"	"UL3"	"UL3"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.UL3"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.UL3.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.UL3.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'UL3'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.UL3 "
"Philippe2009"	"WAG"	"WAG"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.WAG"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.WAG.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.WAG.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -mset 'WAG'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.WAG "
"Philippe2009"	"ModelFinder"	NA	"MFP"	"E,I,G,I+G,R,I+R"	"aa"	"Philippe_etal_superalignment_FixedNames"	"Philippe2009.Philippe_etal_superalignment_FixedNames.ModelFinder"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.ModelFinder.iqtree"	"Philippe2009.Philippe_etal_superalignment_FixedNames.ModelFinder.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex -m MFP  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2009.Philippe_etal_superalignment_FixedNames.ModelFinder "
"Philippe2011"	"LG_C20"	"'LG+C20'"	NA	"E,I,G,I+G,R,I+R"	"aa"	"UPDUNN_MB_FixedNames"	"Philippe2011.UPDUNN_MB_FixedNames.LG_C20"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"Philippe2011.UPDUNN_MB_FixedNames.LG_C20.iqtree"	"Philippe2011.UPDUNN_MB_FixedNames.LG_C20.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex -mset ''LG+C20''  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2011.UPDUNN_MB_FixedNames.LG_C20 "
"Philippe2011"	"LG_C60"	"'LG+C60'"	NA	"E,I,G,I+G,R,I+R"	"aa"	"UPDUNN_MB_FixedNames"	"Philippe2011.UPDUNN_MB_FixedNames.LG_C60"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"Philippe2011.UPDUNN_MB_FixedNames.LG_C60.iqtree"	"Philippe2011.UPDUNN_MB_FixedNames.LG_C60.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex -mset ''LG+C60''  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2011.UPDUNN_MB_FixedNames.LG_C60 "
"Philippe2011"	"C20"	"C20"	NA	"E,I,G,I+G,R,I+R"	"aa"	"UPDUNN_MB_FixedNames"	"Philippe2011.UPDUNN_MB_FixedNames.C20"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"Philippe2011.UPDUNN_MB_FixedNames.C20.iqtree"	"Philippe2011.UPDUNN_MB_FixedNames.C20.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex -mset 'C20'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2011.UPDUNN_MB_FixedNames.C20 "
"Philippe2011"	"C60"	"C60"	NA	"E,I,G,I+G,R,I+R"	"aa"	"UPDUNN_MB_FixedNames"	"Philippe2011.UPDUNN_MB_FixedNames.C60"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"Philippe2011.UPDUNN_MB_FixedNames.C60.iqtree"	"Philippe2011.UPDUNN_MB_FixedNames.C60.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex -mset 'C60'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2011.UPDUNN_MB_FixedNames.C60 "
"Philippe2011"	"CF4"	"CF4"	NA	"E,I,G,I+G,R,I+R"	"aa"	"UPDUNN_MB_FixedNames"	"Philippe2011.UPDUNN_MB_FixedNames.CF4"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"Philippe2011.UPDUNN_MB_FixedNames.CF4.iqtree"	"Philippe2011.UPDUNN_MB_FixedNames.CF4.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex -mset 'CF4'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2011.UPDUNN_MB_FixedNames.CF4 "
"Philippe2011"	"EHO"	"EHO"	NA	"E,I,G,I+G,R,I+R"	"aa"	"UPDUNN_MB_FixedNames"	"Philippe2011.UPDUNN_MB_FixedNames.EHO"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"Philippe2011.UPDUNN_MB_FixedNames.EHO.iqtree"	"Philippe2011.UPDUNN_MB_FixedNames.EHO.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex -mset 'EHO'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Philippe2011.UPDUNN_MB_FixedNames.EHO "
