"dataset"	"matrix_name"	"model_code"	"prefix"	"best_model"	"estimated_rates"	"estimated_gamma"	"estimated_state_frequencies"	"constraint_tree_hypothesis"	"constraint_tree_number"	"constraint_tree_id"	"constraint_tree_paths"	"hypothesis_tree_prefixes"	"alignment_path"	"iqtree_path"	"constraint_trees"	"num_threads"	"partitioned"	"partition_file"	"model_mrate"	"num_bootstraps"
"Philippe2009"	"Philippe_etal_superalignment_FixedNames"	"PMSF_C60"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.4174,0.0533,0.2597,0.5686,0.2119,1.7873,0.1110,4.0678"	NA	"State frequencies from model"	"Porifera-sister"	2	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ML_C2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2009.Philippe_etal_superalignment_FixedNames.constraint_tree_2.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ML_H2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Spizellomyces_punctatus, Batrachochytrium_dendrobatidis, AllomycesXmacrogynus, RhizopusXoryzae, Phycomyces_blakesleeanus, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, MonosigaXovata, Proterospongia_sp, MonosigaXbrevicollis), ((Oscarella_carmela, SyconXraphanus, LeucettaXchagosensis, OopsacasXminuta, Heterochone_sp, Carteriospongia_foliascens, RenieraXsp, Suberites_domuncula, Ephydatia_muelleri), ((Pleurobrachia_pileus, mertensiid_sp, Mnemiopsis_leidyi), (Nematostella_vectensis, Metridium_senile, Montastraea_faveolata, Acropora_millepora, CyaneaXcapillata, HydraXmagnipapillata, ClytiaXhemisphaerica, Podocoryne_carnea, Hydractinia_echinata, Xenoturbella_bocki, Strongylocentrotus_purpuratus, Saccoglossus_kowalevskii, Branchiostoma_floridae, Petromyzon_marinus, Danio_rerio, Molgula_tectiformis, CionaXsavignyi, Euprymna_scolopes, Crassostrea_gigas, AplysiaXcalifornica, Pedicellina_cernua, Capitella_sp__i_ecs-2004, TubifexXtubifex, Helobdella_robusta, DaphniaXpulex, PediculusXhumanus, NasoniaXvitripennis, ScutigeraXcoleoptrata, IxodesXscapularis, Anoplodactylus_eroticus, Euperipatoides_kanangrensis))));"	3	FALSE	NA	NA	1000
"Philippe2009"	"Philippe_etal_superalignment_FixedNames"	"PMSF_C60"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.4174,0.0533,0.2597,0.5686,0.2119,1.7873,0.1110,4.0678"	NA	"State frequencies from model"	"(Ctenophora+Porifera)-sister"	3	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ML_C3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2009.Philippe_etal_superalignment_FixedNames.constraint_tree_3.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ML_H3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Spizellomyces_punctatus, Batrachochytrium_dendrobatidis, AllomycesXmacrogynus, RhizopusXoryzae, Phycomyces_blakesleeanus, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, MonosigaXovata, Proterospongia_sp, MonosigaXbrevicollis), (((Pleurobrachia_pileus, mertensiid_sp, Mnemiopsis_leidyi), (Oscarella_carmela, SyconXraphanus, LeucettaXchagosensis, OopsacasXminuta, Heterochone_sp, Carteriospongia_foliascens, RenieraXsp, Suberites_domuncula, Ephydatia_muelleri)), (Nematostella_vectensis, Metridium_senile, Montastraea_faveolata, Acropora_millepora, CyaneaXcapillata, HydraXmagnipapillata, ClytiaXhemisphaerica, Podocoryne_carnea, Hydractinia_echinata, Xenoturbella_bocki, Strongylocentrotus_purpuratus, Saccoglossus_kowalevskii, Branchiostoma_floridae, Petromyzon_marinus, Danio_rerio, Molgula_tectiformis, CionaXsavignyi, Euprymna_scolopes, Crassostrea_gigas, AplysiaXcalifornica, Pedicellina_cernua, Capitella_sp__i_ecs-2004, TubifexXtubifex, Helobdella_robusta, DaphniaXpulex, PediculusXhumanus, NasoniaXvitripennis, ScutigeraXcoleoptrata, IxodesXscapularis, Anoplodactylus_eroticus, Euperipatoides_kanangrensis)));"	3	FALSE	NA	NA	1000
"Philippe2009"	"Philippe_etal_superalignment_FixedNames"	"PMSF_C60"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.4174,0.0533,0.2597,0.5686,0.2119,1.7873,0.1110,4.0678"	NA	"State frequencies from model"	"Ctenophora-sister (Paraphyletic sponges)"	4	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ML_C4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2009.Philippe_etal_superalignment_FixedNames.constraint_tree_4.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ML_H4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Spizellomyces_punctatus, Batrachochytrium_dendrobatidis, AllomycesXmacrogynus, RhizopusXoryzae, Phycomyces_blakesleeanus, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, MonosigaXovata, Proterospongia_sp, MonosigaXbrevicollis), ((Pleurobrachia_pileus, mertensiid_sp, Mnemiopsis_leidyi), ((SyconXraphanus, LeucettaXchagosensis, Oscarella_carmela), ((OopsacasXminuta, Heterochone_sp, Carteriospongia_foliascens, RenieraXsp, Suberites_domuncula, Ephydatia_muelleri), (Nematostella_vectensis, Metridium_senile, Montastraea_faveolata, Acropora_millepora, CyaneaXcapillata, HydraXmagnipapillata, ClytiaXhemisphaerica, Podocoryne_carnea, Hydractinia_echinata, Xenoturbella_bocki, Strongylocentrotus_purpuratus, Saccoglossus_kowalevskii, Branchiostoma_floridae, Petromyzon_marinus, Danio_rerio, Molgula_tectiformis, CionaXsavignyi, Euprymna_scolopes, Crassostrea_gigas, AplysiaXcalifornica, Pedicellina_cernua, Capitella_sp__i_ecs-2004, TubifexXtubifex, Helobdella_robusta, DaphniaXpulex, PediculusXhumanus, NasoniaXvitripennis, ScutigeraXcoleoptrata, IxodesXscapularis, Anoplodactylus_eroticus, Euperipatoides_kanangrensis)))));"	3	FALSE	NA	NA	1000
"Philippe2009"	"Philippe_etal_superalignment_FixedNames"	"PMSF_C60"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.4174,0.0533,0.2597,0.5686,0.2119,1.7873,0.1110,4.0678"	NA	"State frequencies from model"	"Porifera-sister (Paraphyletic sponges)"	5	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ML_C5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2009.Philippe_etal_superalignment_FixedNames.constraint_tree_5.nex"	"Philippe2009.Philippe_etal_superalignment_FixedNames.PMSF_C60.ML_H5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2009.Philippe_etal_superalignment_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Spizellomyces_punctatus, Batrachochytrium_dendrobatidis, AllomycesXmacrogynus, RhizopusXoryzae, Phycomyces_blakesleeanus, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, MonosigaXovata, Proterospongia_sp, MonosigaXbrevicollis), ((SyconXraphanus, LeucettaXchagosensis, Oscarella_carmela), ((OopsacasXminuta, Heterochone_sp, Carteriospongia_foliascens, RenieraXsp, Suberites_domuncula, Ephydatia_muelleri), ((Pleurobrachia_pileus, mertensiid_sp, Mnemiopsis_leidyi), (Nematostella_vectensis, Metridium_senile, Montastraea_faveolata, Acropora_millepora, CyaneaXcapillata, HydraXmagnipapillata, ClytiaXhemisphaerica, Podocoryne_carnea, Hydractinia_echinata, Xenoturbella_bocki, Strongylocentrotus_purpuratus, Saccoglossus_kowalevskii, Branchiostoma_floridae, Petromyzon_marinus, Danio_rerio, Molgula_tectiformis, CionaXsavignyi, Euprymna_scolopes, Crassostrea_gigas, AplysiaXcalifornica, Pedicellina_cernua, Capitella_sp__i_ecs-2004, TubifexXtubifex, Helobdella_robusta, DaphniaXpulex, PediculusXhumanus, NasoniaXvitripennis, ScutigeraXcoleoptrata, IxodesXscapularis, Anoplodactylus_eroticus, Euperipatoides_kanangrensis)))));"	3	FALSE	NA	NA	1000
"Philippe2011"	"UPDUNN_MB_FixedNames"	"PMSF_C60"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.3019,0.0606,0.2740,0.4389,0.2574,1.3170,0.1667,3.1342"	NA	"State frequencies from model"	"Ctenophora-sister"	1	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_C1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2011.UPDUNN_MB_FixedNames.constraint_tree_1.nex"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_H1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Saccharomyces_cerevisiae, Cryptococcus_neoformans, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, Monosiga_ovata), ((Mnemiopsis_leidyi, mertensiid_sp), ((Oscarella_carmela, Reniera_sp), (Hydractinia_echinata, Hydra_magnipapillata, Cyanea_capillata, Nematostella_vectensis, Acropora_millepora, Acanthoscurria_gomesiana, Anoplodactylus_eroticus, Aplysia_californica, Argopecten_irradians, Asterina_pectinifera, Biomphalaria_glabrata, Boophilus_microplus, Branchiostoma_floridae, Carcinoscorpius_rotundicauda, Carcinus_maenas, Carinoma_mutabilis, Cerebratulus_lacteus, Chaetoderma_nitidulum, Chaetopleura_apiculata, Ciona_intestinalis, Drosophila_melanogaster, Dugesia_japonica, Echinococcus_granulosus, Echinoderes_horni, Euperipatoides_kanangrensis, Euprymna_scolopes, Fenneropenaeus_chinensis, Gallus_gallus, Haementeria_depressa, Homo_sapiens, Hypsibius_dujardini, Lumbricus_rubellus, Macrostomum_lignano, Mytilus_galloprovincialis, Phoronis_vancouverensis, Platynereis_dumerilii, Priapulus_caudatus, Ptychodera_flava, Richtersius_coronifer, Saccoglossus_kowalevskii, Schmidtea_mediterranea, Scutigera_coleoptrata, Spinochordodes_tellinii, Strongylocentrotus_purpuratus, Terebratalia_transversa, Themiste_lageniformis, Trichinella_spiralis, Urechis_caupo, Xenoturbella_bocki, Xiphinema_index, Daphnia_pulex, Crassostrea_gigas, Capitella_sp__i_ecs-2004, Chaetopterus_sp, Pedicellina_cernua, Paraplanocera_sp, Turbanella_ambronensis, Myzostoma_seymourcollegiorum, Symsagittifera_roscoffensis, Neochildia_fusca, Gnathostomula_peregrina, Philodina_roseola, Brachionus_plicatilis, Bugula_neritina, Cristatella_mucedo, Spadella_cephaloptera, Flaccisagitta_enflata))));"	3	FALSE	NA	NA	1000
"Philippe2011"	"UPDUNN_MB_FixedNames"	"PMSF_C60"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.3019,0.0606,0.2740,0.4389,0.2574,1.3170,0.1667,3.1342"	NA	"State frequencies from model"	"Porifera-sister"	2	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_C2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2011.UPDUNN_MB_FixedNames.constraint_tree_2.nex"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_H2"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Saccharomyces_cerevisiae, Cryptococcus_neoformans, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, Monosiga_ovata), ((Oscarella_carmela, Reniera_sp), ((Mnemiopsis_leidyi, mertensiid_sp), (Hydractinia_echinata, Hydra_magnipapillata, Cyanea_capillata, Nematostella_vectensis, Acropora_millepora, Acanthoscurria_gomesiana, Anoplodactylus_eroticus, Aplysia_californica, Argopecten_irradians, Asterina_pectinifera, Biomphalaria_glabrata, Boophilus_microplus, Branchiostoma_floridae, Carcinoscorpius_rotundicauda, Carcinus_maenas, Carinoma_mutabilis, Cerebratulus_lacteus, Chaetoderma_nitidulum, Chaetopleura_apiculata, Ciona_intestinalis, Drosophila_melanogaster, Dugesia_japonica, Echinococcus_granulosus, Echinoderes_horni, Euperipatoides_kanangrensis, Euprymna_scolopes, Fenneropenaeus_chinensis, Gallus_gallus, Haementeria_depressa, Homo_sapiens, Hypsibius_dujardini, Lumbricus_rubellus, Macrostomum_lignano, Mytilus_galloprovincialis, Phoronis_vancouverensis, Platynereis_dumerilii, Priapulus_caudatus, Ptychodera_flava, Richtersius_coronifer, Saccoglossus_kowalevskii, Schmidtea_mediterranea, Scutigera_coleoptrata, Spinochordodes_tellinii, Strongylocentrotus_purpuratus, Terebratalia_transversa, Themiste_lageniformis, Trichinella_spiralis, Urechis_caupo, Xenoturbella_bocki, Xiphinema_index, Daphnia_pulex, Crassostrea_gigas, Capitella_sp__i_ecs-2004, Chaetopterus_sp, Pedicellina_cernua, Paraplanocera_sp, Turbanella_ambronensis, Myzostoma_seymourcollegiorum, Symsagittifera_roscoffensis, Neochildia_fusca, Gnathostomula_peregrina, Philodina_roseola, Brachionus_plicatilis, Bugula_neritina, Cristatella_mucedo, Spadella_cephaloptera, Flaccisagitta_enflata))));"	3	FALSE	NA	NA	1000
"Philippe2011"	"UPDUNN_MB_FixedNames"	"PMSF_C60"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.3019,0.0606,0.2740,0.4389,0.2574,1.3170,0.1667,3.1342"	NA	"State frequencies from model"	"(Ctenophora+Porifera)-sister"	3	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_C3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2011.UPDUNN_MB_FixedNames.constraint_tree_3.nex"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_H3"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Saccharomyces_cerevisiae, Cryptococcus_neoformans, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, Monosiga_ovata), (((Mnemiopsis_leidyi, mertensiid_sp), (Oscarella_carmela, Reniera_sp)), (Hydractinia_echinata, Hydra_magnipapillata, Cyanea_capillata, Nematostella_vectensis, Acropora_millepora, Acanthoscurria_gomesiana, Anoplodactylus_eroticus, Aplysia_californica, Argopecten_irradians, Asterina_pectinifera, Biomphalaria_glabrata, Boophilus_microplus, Branchiostoma_floridae, Carcinoscorpius_rotundicauda, Carcinus_maenas, Carinoma_mutabilis, Cerebratulus_lacteus, Chaetoderma_nitidulum, Chaetopleura_apiculata, Ciona_intestinalis, Drosophila_melanogaster, Dugesia_japonica, Echinococcus_granulosus, Echinoderes_horni, Euperipatoides_kanangrensis, Euprymna_scolopes, Fenneropenaeus_chinensis, Gallus_gallus, Haementeria_depressa, Homo_sapiens, Hypsibius_dujardini, Lumbricus_rubellus, Macrostomum_lignano, Mytilus_galloprovincialis, Phoronis_vancouverensis, Platynereis_dumerilii, Priapulus_caudatus, Ptychodera_flava, Richtersius_coronifer, Saccoglossus_kowalevskii, Schmidtea_mediterranea, Scutigera_coleoptrata, Spinochordodes_tellinii, Strongylocentrotus_purpuratus, Terebratalia_transversa, Themiste_lageniformis, Trichinella_spiralis, Urechis_caupo, Xenoturbella_bocki, Xiphinema_index, Daphnia_pulex, Crassostrea_gigas, Capitella_sp__i_ecs-2004, Chaetopterus_sp, Pedicellina_cernua, Paraplanocera_sp, Turbanella_ambronensis, Myzostoma_seymourcollegiorum, Symsagittifera_roscoffensis, Neochildia_fusca, Gnathostomula_peregrina, Philodina_roseola, Brachionus_plicatilis, Bugula_neritina, Cristatella_mucedo, Spadella_cephaloptera, Flaccisagitta_enflata)));"	3	FALSE	NA	NA	1000
"Philippe2011"	"UPDUNN_MB_FixedNames"	"PMSF_C60"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.3019,0.0606,0.2740,0.4389,0.2574,1.3170,0.1667,3.1342"	NA	"State frequencies from model"	"Ctenophora-sister (Paraphyletic sponges)"	4	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_C4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2011.UPDUNN_MB_FixedNames.constraint_tree_4.nex"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_H4"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Saccharomyces_cerevisiae, Cryptococcus_neoformans, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, Monosiga_ovata), ((Mnemiopsis_leidyi, mertensiid_sp), (Oscarella_carmela, (Reniera_sp, (Hydractinia_echinata, Hydra_magnipapillata, Cyanea_capillata, Nematostella_vectensis, Acropora_millepora, Acanthoscurria_gomesiana, Anoplodactylus_eroticus, Aplysia_californica, Argopecten_irradians, Asterina_pectinifera, Biomphalaria_glabrata, Boophilus_microplus, Branchiostoma_floridae, Carcinoscorpius_rotundicauda, Carcinus_maenas, Carinoma_mutabilis, Cerebratulus_lacteus, Chaetoderma_nitidulum, Chaetopleura_apiculata, Ciona_intestinalis, Drosophila_melanogaster, Dugesia_japonica, Echinococcus_granulosus, Echinoderes_horni, Euperipatoides_kanangrensis, Euprymna_scolopes, Fenneropenaeus_chinensis, Gallus_gallus, Haementeria_depressa, Homo_sapiens, Hypsibius_dujardini, Lumbricus_rubellus, Macrostomum_lignano, Mytilus_galloprovincialis, Phoronis_vancouverensis, Platynereis_dumerilii, Priapulus_caudatus, Ptychodera_flava, Richtersius_coronifer, Saccoglossus_kowalevskii, Schmidtea_mediterranea, Scutigera_coleoptrata, Spinochordodes_tellinii, Strongylocentrotus_purpuratus, Terebratalia_transversa, Themiste_lageniformis, Trichinella_spiralis, Urechis_caupo, Xenoturbella_bocki, Xiphinema_index, Daphnia_pulex, Crassostrea_gigas, Capitella_sp__i_ecs-2004, Chaetopterus_sp, Pedicellina_cernua, Paraplanocera_sp, Turbanella_ambronensis, Myzostoma_seymourcollegiorum, Symsagittifera_roscoffensis, Neochildia_fusca, Gnathostomula_peregrina, Philodina_roseola, Brachionus_plicatilis, Bugula_neritina, Cristatella_mucedo, Spadella_cephaloptera, Flaccisagitta_enflata)))));"	3	FALSE	NA	NA	1000
"Philippe2011"	"UPDUNN_MB_FixedNames"	"PMSF_C60"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ssfp.sitefreq"	"0.3019,0.0606,0.2740,0.4389,0.2574,1.3170,0.1667,3.1342"	NA	"State frequencies from model"	"Porifera-sister (Paraphyletic sponges)"	5	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_C5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Philippe2011.UPDUNN_MB_FixedNames.constraint_tree_5.nex"	"Philippe2011.UPDUNN_MB_FixedNames.PMSF_C60.ML_H5"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Philippe2011.UPDUNN_MB_FixedNames.aa.alignment.nex"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Saccharomyces_cerevisiae, Cryptococcus_neoformans, Sphaeroforma_arctica, Amoebidium_parasiticum, Capsaspora_owczarzaki, Monosiga_ovata), (Oscarella_carmela, (Reniera_sp, ((Mnemiopsis_leidyi, mertensiid_sp), (Hydractinia_echinata, Hydra_magnipapillata, Cyanea_capillata, Nematostella_vectensis, Acropora_millepora, Acanthoscurria_gomesiana, Anoplodactylus_eroticus, Aplysia_californica, Argopecten_irradians, Asterina_pectinifera, Biomphalaria_glabrata, Boophilus_microplus, Branchiostoma_floridae, Carcinoscorpius_rotundicauda, Carcinus_maenas, Carinoma_mutabilis, Cerebratulus_lacteus, Chaetoderma_nitidulum, Chaetopleura_apiculata, Ciona_intestinalis, Drosophila_melanogaster, Dugesia_japonica, Echinococcus_granulosus, Echinoderes_horni, Euperipatoides_kanangrensis, Euprymna_scolopes, Fenneropenaeus_chinensis, Gallus_gallus, Haementeria_depressa, Homo_sapiens, Hypsibius_dujardini, Lumbricus_rubellus, Macrostomum_lignano, Mytilus_galloprovincialis, Phoronis_vancouverensis, Platynereis_dumerilii, Priapulus_caudatus, Ptychodera_flava, Richtersius_coronifer, Saccoglossus_kowalevskii, Schmidtea_mediterranea, Scutigera_coleoptrata, Spinochordodes_tellinii, Strongylocentrotus_purpuratus, Terebratalia_transversa, Themiste_lageniformis, Trichinella_spiralis, Urechis_caupo, Xenoturbella_bocki, Xiphinema_index, Daphnia_pulex, Crassostrea_gigas, Capitella_sp__i_ecs-2004, Chaetopterus_sp, Pedicellina_cernua, Paraplanocera_sp, Turbanella_ambronensis, Myzostoma_seymourcollegiorum, Symsagittifera_roscoffensis, Neochildia_fusca, Gnathostomula_peregrina, Philodina_roseola, Brachionus_plicatilis, Bugula_neritina, Cristatella_mucedo, Spadella_cephaloptera, Flaccisagitta_enflata)))));"	3	FALSE	NA	NA	1000
"Pick2010"	"Pick2010"	"PMSF_C60"	"Pick2010.Pick2010.PMSF_C60"	"'C60+F+R4':/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/pmsf_trees/Pick2010.Pick2010.PMSF_C60.ssfp.sitefreq"	"0.2992,0.0566,0.2615,0.4383,0.2617,1.2899,0.1776,2.9895"	NA	"State frequencies from model"	"Ctenophora-sister"	1	"Pick2010.Pick2010.PMSF_C60.ML_C1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/output/constraint_trees/Pick2010.Pick2010.constraint_tree_1.nex"	"Pick2010.Pick2010.PMSF_C60.ML_H1"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Pick2010.Pick2010.aa.alignment.phy"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2"	"((Proterospo, Monosiga_b, Monosiga00, Amoebidium, Capsaspora, Sphaerofor), ((mertensiid, Pleurobrac, Mnemiopsis), ((Lubomirski, Ephydatia_, Pachydicty, Suberites_, Amphimedon, Carteriosp, Heterochon, Crateromor, Oopsacas_m, Oscarella_, Oscarell00, Sycon_raph, Leucetta_c), (Podocoryne, Hydractini, Hydra_magn, Clytia_hem, Cyanea_cap, Metridium_, Anemonia_v, Nematostel, Montastrae, Acropora_m, Lumbricus_, Haementeri, Urechis_ca, Capitella_, Platynerei, Themiste_l, Chaetopter, Terebratal, Phoronis_v, Cerebratul, Carinoma_m, Crassostre, Argopecten, Mytilus_ga, Biomphalar, Aplysia_ca, Euprymna_s, Chaetopleu, Chaetoderm, Schmidtea_, Dugesia_ja, Echinococc, Paraplanoc, Macrostomu, Acanthoscu, Boophilus_, Anoplodact, Carcinosco, Scutigera_, Litopenaeu, Homarus_am, Drosophila, Daphnia_pu, Euperipato, Xiphinema_, Trichinell, Spinochord, Richtersiu, Hypsibius_, Priapulus_, Echinodere, Saccogloss, Ptychodera, Strongyloc, Asterina_p, Xenoturbel, Homo_sapie, Gallus_gal, Ciona_inte, Branchiost))));"	3	FALSE	NA	NA	1000
